Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19821126,-0.17,-0.26,-0.34,-1.13,-2.02,-1.02
19821203,3.91,2.38,1.89,3.87,1.9,1.94
19821210,-0.26,0.05,-0.19,0.49,1.05,-0.68
19821217,-2.9,-2.57,-1.52,-1.72,-1.92,-0.63
19821223,1.77,1.07,0.95,1.73,1.08,1.7
19821231,0.9,1.45,0.72,0.3,1.12,0.93
19830107,4.3,2.79,2.99,1.37,4.59,4.07
19830114,3.47,2.76,2.05,1.46,0.3,1.81
19830121,-0.47,-0.69,-1.27,-2.22,-1.34,-1.22
19830128,1.27,0.42,0.69,1.49,-0.78,0.67
19830204,2.15,1.87,2.2,1.17,1.6,1.91
19830211,2.32,2.13,2.32,1.1,1.45,0.32
19830218,1.77,1.74,1.14,1.03,0.22,-0.08
19830225,-0.14,1.09,1.11,1.91,0.71,1.97
19830304,0.85,2.85,3.46,2.33,3.06,2.57
19830311,0.03,0.74,0.72,-1.96,-1.18,-1.05
19830318,-1.59,0.05,0.18,-0.83,-1.16,-0.53
19830325,2.02,2.4,2.25,2.27,1.92,1.18
19830331,0.25,0.01,-0.18,-0.16,0.81,-0.51
19830408,-1.5,-0.3,0.51,-0.78,0.3,0.22
19830415,5.2,3.95,3.74,4,3.99,3.26
19830422,2.12,2.17,2.08,1.03,0.95,1.21
19830429,2.05,1.94,1.28,1.44,3.54,2.33
19830506,3.66,2.57,2.69,1.44,0.7,1.8
19830513,1.71,1.51,1.74,-0.66,-0.06,-0.64
19830520,-0.12,-0.6,-0.83,-1.2,-1.27,-1.77
19830527,3.74,2.61,2.04,1.55,1.86,1.79
19830603,0.8,0.54,0.26,0.62,-0.1,-0.79
19830610,1.06,0.67,0.26,-0.23,-1.25,-0.86
19830617,3.79,3.87,2.52,3.64,4.65,2.43
19830624,1.72,0.39,0.57,1.39,0.85,-0.24
19830701,-1.95,-1.02,-0.51,-1.09,-0.83,-0.76
19830708,-0.85,0.01,0.46,-1.47,-0.68,-0.78
19830715,-2.51,-1.02,-0.47,-2.39,-1.95,-0.56
19830722,2.23,2.27,1.52,3.05,3.2,1.74
19830729,-5.32,-2.14,-1.09,-5,-3.61,-1.95
19830805,-2.34,-2.08,-1.72,-1.22,-0.74,0.91
19830812,-0.62,-0.52,0.07,0.05,0.53,1.24
19830819,0.24,0.84,1.22,0.03,1.1,2.25
19830826,-2.7,-1.58,-0.35,-2.18,-0.99,-0.15
19830902,2.11,1.1,1.23,2.87,1.67,1.07
19830909,2.28,1.64,1.89,0.91,1.3,2.36
19830916,-1.83,-0.36,0.36,-0.22,-0.62,-0.92
19830923,1.22,1.52,1.75,2.77,2.24,1.52
19830930,-2.77,-0.98,-0.77,-1.72,-1.97,-2.18
19831007,0.27,0.36,0.74,4.17,2.05,1.56
19831014,-2.07,-0.59,-0.49,-2.07,-0.23,0.64
19831021,-4.35,-2.14,-1.19,-3.77,-1.89,-1.39
19831028,-2.39,-1.7,-1.21,-1.36,-1.08,-1.46
19831104,-1.2,-0.5,-0.33,-0.83,0.07,0.1
19831111,1.56,1.18,1.01,3.21,1.65,1.54
19831118,2.43,1.1,1.33,0.2,-0.38,-0.83
19831125,0.92,1.56,1.51,0.27,1.43,2.4
19831202,-0.38,0.37,0.73,-1.39,-0.54,-1.1
19831209,-1.62,0.29,0.23,0.2,-0.56,-0.1
19831216,-1.67,-1.3,-0.81,-1.77,-1.6,-1.47
19831223,-0.1,-0.12,0.13,1.14,0.12,-0.19
19831230,0.88,0.93,0.65,0.67,1.4,1.35
19840106,3.99,2.81,2.05,2.11,2.91,3.37
19840113,-0.4,0.36,1.11,-2.33,-0.82,0.18
19840120,-1.16,-0.18,0.34,-0.85,-0.6,-0.64
19840127,-4.12,-1.77,-0.61,-3.42,-0.32,0.13
19840203,-4.1,-2.43,-1.62,-2.42,-2.12,-0.57
19840210,-5.36,-4.19,-2.93,-2.65,-3.07,-2.92
19840217,-0.84,-0.47,-0.81,-0.87,-0.48,0.34
19840224,0.34,-0.16,-0.08,1.25,0.83,1.42
19840302,1.84,2.18,2.09,0.61,1.39,2.31
19840309,-2.73,-1.47,-0.71,-3.58,-2.86,-2.73
19840316,2.8,1.85,1.2,4.42,2.76,1.68
19840323,-1.84,-0.76,-0.26,-2.56,-0.97,-1.71
19840330,0.56,0.5,0.99,2.01,1.4,1.79
19840406,-3.39,-1.74,-1.37,-3.13,-2.04,-1.45
19840413,0.38,0.33,0.26,1.35,0.83,1.73
19840419,0.43,0.61,0.33,0.62,0.49,-0.08
19840427,1.12,0.61,0.65,1.47,1.01,1.32
19840504,1.94,1.47,0.96,0.4,-0.31,0.49
19840511,-0.7,-0.39,-0.4,-0.49,0.37,-0.71
19840518,-2.29,-1.68,-1.57,-2.2,-1.71,-1.39
19840525,-4.11,-3.29,-2.9,-2.66,-2.43,-2.68
19840601,1.02,0.24,0.32,2.09,1.16,-0.07
19840608,2.11,1.71,1.1,1.81,1.31,0.36
19840615,-1.87,-1.8,-1.4,-2.95,-3.77,-2.58
19840622,2.88,1.08,0.65,4.94,2.82,3.24
19840629,-0.1,0.16,-0.1,-1.08,-0.49,0.36
19840706,-1.08,-0.16,-0.56,-1.14,-0.5,-0.07
19840713,-1.35,-0.88,-0.51,-1.5,-1.06,-0.44
19840720,-2.87,-1.03,-0.66,-1.57,-1.15,-0.19
19840727,-0.64,-0.78,-1.42,2.64,1.06,-0.58
19840803,9.56,5.15,4.14,10.18,7.71,4.41
19840810,3.13,2.68,1.73,1.64,2.01,3.8
19840817,-0.92,-0.15,0.46,-1.07,-0.74,-0.62
19840824,1.62,1.38,2.1,1.61,2.26,2.31
19840831,-0.1,0.7,0.62,-0.67,-0.41,0.1
19840907,-1.02,-0.37,-0.13,-1.58,-1.24,-0.6
19840914,1.4,1.81,1.23,2.6,2.49,2.88
19840921,-1.73,0.37,0.79,-2.79,-1.11,-0.77
19840928,-1.39,-0.38,0.37,-0.54,-0.52,1.74
19841005,-2.11,-1.25,-0.66,-2.81,-1.83,-1.41
19841012,0.14,0.5,0.34,0.96,1.06,1.31
19841019,1.93,1.42,1.62,4.43,2.5,-0.13
19841026,-1.84,-0.75,-1.05,-2.47,-1.44,-0.65
19841102,-0.1,0.51,0.88,1.66,1.3,1.68
19841109,0.16,1.03,1.05,-0.36,0.75,0.82
19841116,-2.16,-1.65,-1.41,-2.28,-2.29,-1.33
19841123,-0.43,0.1,0.32,1.6,1.62,1.32
19841130,-2.39,-0.51,-0.42,-1.99,-2.02,-1.05
19841207,-1.92,-1.22,-0.75,-1.32,-0.66,-0.09
19841214,0.48,0.06,0.43,0.9,0.66,-0.3
19841221,1.94,1.87,1.37,2.65,1.61,1.64
19841228,0.73,0.38,0.94,0.18,0.57,0.44
19850104,0.42,0.32,-0.01,-1.62,-1.61,-1.2
19850111,2.89,1.99,2.42,3.35,2.84,2.09
19850118,5.02,3.17,2.73,2.42,2.08,2.03
19850125,4.65,3.04,2.17,4.68,3.91,2.13
19850201,1.82,1.47,1.52,0.67,0.63,0.87
19850208,4.23,2.9,2.43,2.6,2.36,2.32
19850215,-0.04,0.8,0.55,-0.74,-0.1,0.1
19850222,-1,-0.57,-0.51,-0.95,-1.07,-0.82
19850301,1.16,0.56,0.22,2.4,2.16,1.78
19850308,-1.86,-0.57,-0.25,-3.27,-2.01,-0.97
19850315,-2.33,-0.92,-0.35,-1.35,-1.75,-0.66
19850322,-0.35,-0.74,0.19,1.36,1.4,0.86
19850329,0.17,0.31,1.04,0.72,0.76,2.06
19850404,-1.31,-0.34,0.11,-1,-0.86,-0.57
19850412,0.63,0.86,0.9,0.57,0.8,1.28
19850419,0.46,0.36,0.54,0.15,-0.09,1.08
19850426,-0.24,0,0.73,0.31,0.84,0.53
19850503,-1.74,-1.16,-0.51,-2.01,-1.43,0.54
19850510,2.79,1.93,2.02,3.51,3.05,1.56
19850517,1.31,1.6,0.81,1.5,1.66,1.94
19850524,0.31,0.64,0.01,0.92,0.74,0.25
19850531,-0.09,0.17,0.37,0.23,1.38,0.38
19850607,0.5,0.45,0.47,0.69,0.6,-0.27
19850614,-1.99,-0.32,-0.15,-2.41,-1.28,0.12
19850621,-0.07,0.8,0.85,0.99,1.25,1.09
19850628,3.03,1.57,1.11,2.29,1.36,0.56
19850705,0.79,1.69,1.02,0.4,0.5,0.68
19850712,0.93,0.98,1.21,0.59,-0.09,1.16
19850719,2.14,1.94,2.13,1.61,0.98,-0.36
19850726,0.03,-0.88,-2.3,-1.68,-1.6,-2.13
19850802,-0.38,-0.01,-0.23,-0.03,-0.32,-0.76
19850809,-2.26,-1.63,-1.51,-1.74,-1.21,-0.84
19850816,-1.35,-0.74,-0.34,-1.42,-0.77,-0.54
19850823,-0.02,0.64,0.57,0.26,0.52,0.98
19850830,0.8,0.93,0.81,0.72,0.98,1.21
19850906,-0.83,-0.27,-0.65,-0.07,-0.14,-0.45
19850913,-3.87,-2.9,-2.82,-2.74,-2.49,-3.49
19850920,-1.12,-0.55,-0.19,-0.19,-0.48,-0.29
19850926,-1.63,-0.71,-0.63,-0.99,-0.16,-0.54
19851004,-0.32,0.93,1.1,-0.15,1.87,1.69
19851011,0.18,0.4,0.46,1.08,0.73,0.43
19851018,2.6,1.28,0.71,1.98,1.66,1.2
19851025,0.02,0.54,0.05,0.14,-0.12,1.15
19851101,1.14,1.14,1.44,1.99,2.53,1.83
19851108,1.7,1.82,1.85,2.45,1.21,1.05
19851115,2.3,2.11,1.72,2.55,2.09,2.14
19851122,2.07,1.68,1.63,1.93,2.07,0.92
19851129,0.99,0.7,0.47,0.9,0.23,-0.01
19851206,1.28,1.06,0.33,0.63,0.49,0.04
19851213,2.61,1.86,2,5.13,2.8,2.35
19851220,-0.32,0.47,0.27,-0.2,0.28,1.41
19851227,0.34,0.15,0.11,-0.3,-0.8,-0.47
19860103,1.39,1.21,1.48,0.03,0.88,1.26
19860110,-1.48,-1.7,-1.35,-2.5,-2.01,-1.51
19860117,1.97,2.13,2.24,1.73,0.94,1.21
19860124,-0.15,-0.58,-0.23,-0.61,-0.88,-0.99
19860131,1.47,1.03,0.95,2.68,2.39,2.69
19860207,1.85,1.62,0.52,2.69,1.51,0.19
19860214,2.41,1.8,1.63,1.75,3.13,3.12
19860221,1.82,2,1.94,2.41,2.14,2.05
19860228,0.93,1.56,2.45,0.9,1.25,1.41
19860307,0.42,1.74,1.4,-0.26,0.25,-1.15
19860314,2.57,2.42,2.22,5.08,3.94,4.42
19860321,0.48,0.79,0.76,-1.16,-0.66,-1.27
19860327,0.36,0.21,0.51,2.34,2.25,2.47
19860404,-1.26,-1.53,-1.35,-4.11,-3.79,-3.32
19860411,2.28,1.43,1.51,3.98,2.6,2.17
19860418,3.24,2.93,2.09,3.43,2.61,1.85
19860425,0.67,0.62,0.27,0.61,-0.57,-1.13
19860502,-2.41,-2,-2.05,-3.43,-2.71,-2.37
19860509,1.09,2.01,1.73,0.9,2.04,1.59
19860516,-1.3,-0.63,-1.09,-1.7,-2.16,-1.59
19860523,1.49,1.92,1.37,3.87,3.7,2.78
19860530,2.18,1.96,1.69,2.96,2.14,1.83
19860606,0.11,0.27,-0.28,-0.52,-0.79,-0.75
19860613,-0.15,0.02,-0.06,0.35,-0.03,0.07
19860620,-1.53,-0.84,-0.78,0.02,0.43,1.41
19860627,1.05,1.02,2.25,1.39,1.12,1.44
19860703,1.49,1.06,1.07,1.48,1.07,0.74
19860711,-5.34,-3.83,-2.27,-4.91,-3.51,-1.64
19860718,-3.57,-2.73,-1.72,-3.02,-2.18,-1.11
19860725,-0.48,-0.78,-0.02,1.78,1.46,1.65
19860801,-3.12,-2.17,-2.04,-2.51,-1.95,-2.1
19860808,-1.27,-0.39,0.02,-0.1,1.39,1.71
19860815,4.17,3.11,2.38,4.23,4.5,4.57
19860822,-0.16,0.5,0.83,0.34,1.52,2.45
19860829,-0.03,0.39,0.98,0.81,1.48,0.81
19860905,-1.01,-0.18,0.03,-1.86,-0.32,-1.2
19860912,-8.23,-5.6,-5.99,-8.28,-7.77,-7.58
19860919,0.33,-0.18,-0.01,0.08,0.8,1.32
19860926,0.96,1.29,1.26,0.3,0.09,0.73
19861003,0.53,0.36,0.41,0.45,0.94,0.8
19861010,-0.14,0.29,-0.18,0.83,0.73,0.61
19861017,1,0.6,0.49,1.92,1.17,0.64
19861024,0.6,0.2,-0.31,0,-0.26,0.31
19861031,2.03,1.3,1.27,1.9,2.5,2.77
19861107,0.59,0.5,0.9,0.67,1.11,1.03
19861114,-0.11,-0.45,0.01,-1.1,-0.47,-0.1
19861121,-1.66,-1.34,-1.13,0.66,0.13,0.06
19861128,1.2,0.59,0.74,1.88,1.29,0.5
19861205,0.63,0.14,0,1.54,0.73,0.43
19861212,-2,-1.62,-0.97,-1.96,-1.23,-1.22
19861219,-0.67,0.12,0.04,0.9,0.37,0.44
19861226,-0.85,-0.84,-0.47,-0.93,-0.78,-0.77
19870102,1.46,0.76,0.83,-0.14,-0.33,0.01
19870109,7.93,6.16,4.8,5.3,5.72,4.79
19870116,2.56,2.41,1.81,2.54,2.97,2.09
19870123,0.09,-0.28,-0.5,2.11,0.63,1.01
19870130,0.08,0.51,1.12,1.43,1.48,0.8
19870206,5.03,4.1,3.73,2.91,2.35,2.19
19870213,1.89,0.81,0.32,1.24,-0.45,-1.76
19870220,0.76,0.92,0.92,2.25,2.45,1.18
19870227,1.57,0.72,0.01,0.83,-0.88,-1.56
19870306,0.84,1.33,1.82,2.16,1.89,1.89
19870313,1.06,1.15,0.81,-0.16,0.06,-0.19
19870320,1.16,1.43,1.78,2.7,2.49,2
19870327,-0.43,-0.25,0.26,-1.1,-0.42,-0.08
19870403,0.45,0.18,0.12,1,1.44,0.62
19870410,-1.5,-1.27,-1.45,-2.56,-2.51,-3.22
19870416,-2.51,-2.44,-2.58,-2.25,-1.81,-1.19
19870424,-1.55,-1.31,-1.55,-1.93,-1.61,-1.76
19870501,1.19,0.53,0.82,1.86,1.8,3.21
19870508,1.32,1.06,2.22,1.61,1.54,2.56
19870515,-0.71,-0.68,-0.69,-1.9,-1.75,-2.4
19870522,-3.14,-2.07,-2.38,-1.52,-2.16,-2.33
19870529,2.25,1.92,1.59,3.6,2.4,2.95
19870605,0.87,0.61,0.73,1.21,1.11,1.42
19870612,1.02,1.74,1.12,3.05,2.82,2.36
19870619,0.53,0.79,1.14,1.72,1.99,1.28
19870626,-0.52,0.2,-0.01,0.3,0.18,0.04
19870702,-0.19,0.04,0.56,-1.01,-0.51,-0.05
19870710,0.03,1.02,1.68,0.32,1.06,1.16
19870717,1.55,1.53,2.34,2.07,1.55,1.85
19870724,-1.37,-1.03,-1.13,-1.13,-1.98,-1.83
19870731,1.76,1.29,2.1,3.79,2.5,2.12
19870807,1.63,1.74,1.12,1.82,1.95,0.74
19870814,0.56,1.38,1.72,3.35,3.4,3.73
19870821,0.66,0.89,0.16,1.05,0.54,-0.08
19870828,-0.56,-0.55,-0.75,-2.19,-2.36,-2.45
19870904,-1.38,-1.27,-1.18,-3.13,-2.95,-3.05
19870911,0.25,0.04,-0.13,2.51,0.92,0.45
19870918,-1.16,-0.91,-0.83,-2.55,-1.98,-1.49
19870925,-0.07,0.56,0.22,1.23,2.1,1.6
19871002,1.69,1.76,1.59,2.57,2.66,2.46
19871009,-3.41,-2.79,-3.31,-5.63,-4.23,-4
19871016,-8.78,-7.21,-7.82,-10.5,-7.91,-7.11
19871023,-22.2,-18.39,-16.67,-13.48,-12.31,-10.59
19871030,-2.68,-2.66,-3.01,3.29,0.84,-0.53
19871106,0.62,1.04,1.81,-1.04,-0.22,0.8
19871113,-1.02,-0.96,-0.46,-1.49,-1.9,-1.74
19871120,-3.77,-2.24,-2.3,-1.6,-1.72,-1.3
19871127,1.49,1.02,0.65,-0.7,-0.25,-0.15
19871204,-9.06,-6.25,-6.53,-7.98,-6.56,-5.31
19871211,3.52,2.35,1.17,6.37,4.18,3.24
19871218,10.2,7.44,6.58,7.15,5.66,3.8
19871224,1.89,1.5,1.51,1.46,1.11,1.45
19871231,-0.68,-0.73,-0.88,-1.87,-1.78,-1.73
19880108,2.61,2.31,3.1,-1.72,-0.56,1
19880115,-0.33,0.51,0.21,3.04,3.54,2.65
19880122,-1.48,-0.14,0.3,-2.64,-2.1,0.13
19880129,1.39,1.83,2.61,3.53,4.87,4.05
19880205,-0.28,0.57,1.21,-2.36,-1.29,-0.98
19880212,2.89,2.33,1.75,3.1,2.2,1.53
19880219,1.7,1.29,0.82,1.45,1.46,1.51
19880226,2.35,2.2,2.04,1.09,0.43,-0.28
19880304,3.44,2.75,1.92,2.38,1.51,1.99
19880311,1.36,1.53,1.77,-0.83,-1.02,-0.86
19880318,1.87,1.4,1.4,2.11,2.17,2.33
19880325,-2.14,-1.46,-1.18,-4.16,-4.23,-3.62
19880331,0.65,0.97,0.44,-0.42,0.2,0.7
19880408,1.64,1.71,1.74,3.26,4.21,3.85
19880415,-2.43,-2.04,-1.4,-3.74,-2.91,-3.22
19880422,0.03,0.33,0.64,-0.46,0.28,0.19
19880429,2.1,2,1.42,0.42,0.6,0.81
19880506,-0.1,-0.11,0.29,-1.56,-1.13,-0.6
19880513,-1.96,-1.38,-0.76,-0.93,0.11,0.3
19880520,-1.9,-1.63,-0.99,-1.24,-1.32,-1.18
19880527,0.11,0.36,0.18,0.48,0.08,0.94
19880603,2.47,2.34,2.68,5.43,4.65,4.4
19880610,2.88,2.57,1.64,1.6,2.1,1.97
19880617,-0.04,0.28,0.44,-0.49,0.38,-0.12
19880624,1.43,1.22,1.5,1.11,1.47,1.19
19880701,1.35,1.48,1.38,-0.07,-0.67,-0.82
19880708,-0.21,0.21,0.13,-0.79,-0.59,-0.16
19880715,0.01,0.01,0.54,0.45,0.75,0.27
19880722,-1.91,-0.95,-0.68,-3.41,-2.91,-1.94
19880729,-0.29,0.43,0.39,2.83,2.99,2.42
19880805,-0.15,0.48,0.44,-0.11,0.01,0.46
19880812,-2.66,-2.01,-1.94,-3.04,-2.96,-2.5
19880819,-1.06,-0.46,-0.15,0.01,-0.95,-0.54
19880826,-0.95,-0.62,-0.37,-0.42,-0.11,0.17
19880902,0.53,0.74,1.14,1.68,1.95,1.84
19880909,1.47,0.97,1.14,2.24,0.11,0.44
19880916,0.78,0.93,0.46,0.97,1.41,1.51
19880923,-0.01,0.2,-0.08,0.04,-0.13,-0.14
19880930,0.67,0.88,0.81,0.75,1,1
19881007,-0.46,0.14,0.22,2.28,1.86,1.92
19881014,-0.57,-0.23,-0.14,-1,-0.66,-0.72
19881021,0.66,0.84,0.85,3.06,2.24,2.21
19881028,-1.59,-0.87,-0.63,-2.06,-1.73,-0.23
19881104,-0.72,-0.26,-0.23,-0.7,-0.41,0.07
19881111,-1.9,-1.54,-1.5,-2.88,-2.95,-2.54
19881118,-2.15,-1.83,-1.22,-0.42,-0.86,-0.64
19881125,-0.82,-0.13,0.07,-0.1,0.48,0.85
19881202,2.56,1.5,0.69,2.47,1.48,1.31
19881209,0.59,1.24,1,1.7,1.78,1.76
19881216,0.31,0.5,0.25,-0.46,-0.13,-0.36
19881223,0.55,0.26,0.19,1.12,0.55,0.18
19881230,1.65,1.59,1.41,0.54,0.07,-0.33
19890106,1.3,1.48,2.22,0.65,0.98,1.6
19890113,0.16,0.48,0.66,0.98,0.97,1.36
19890120,1.03,0.88,0.8,0.73,1.07,1.33
19890127,1.14,0.98,0.72,2.91,2.21,2.11
19890203,2.4,1.85,1.4,1.9,1.09,0.19
19890210,-0.82,-0.21,0.41,-1.86,-1.05,-0.71
19890217,1.24,1.13,1.47,2.05,1.33,1.5
19890224,-1.67,-1.52,-1.52,-3.17,-2.73,-2.45
19890303,1.46,1.41,1.45,1.24,1.5,1.72
19890310,0.88,1.3,1.06,0.73,0.6,0.5
19890317,-0.54,-0.64,-0.26,-0.15,-0.38,0.28
19890323,-0.45,-0.48,0.19,-1.1,-1.21,-1.22
19890331,1.2,1.53,1.27,2.37,1.64,1.97
19890407,0.91,1.08,0.77,1.35,0.56,0.83
19890414,1.41,1.26,1.22,1.79,1.05,0.83
19890421,1.28,0.92,0.92,2.26,2.61,2.55
19890428,0.99,1.09,0.92,0.47,0.48,-0.22
19890505,1.25,0.66,0.57,-0.24,-0.45,-0.59
19890512,0.82,0.57,0.53,2.61,1.53,1.25
19890519,1.85,1.3,1.15,2.36,2.22,2.9
19890526,0.61,0.7,0.97,0.38,0.36,0.51
19890602,1.25,1.5,1.56,1.5,1.24,1.41
19890609,0.12,0.28,0.84,0.81,0.33,0.4
19890616,-1.49,-0.59,-0.67,-2.25,-1.22,-1.17
19890623,-0.2,0.34,0.13,2.33,1.74,1.07
19890630,-2.79,-1.89,-1.48,-3.55,-2.49,-1.5
19890707,1.81,1.28,1.49,2.25,2.3,1.66
19890714,1.3,1.19,1.18,1.98,2.03,2.24
19890721,0.56,0.65,0.39,2.06,0.53,-0.23
19890728,0.56,0.54,0.04,2.86,1.09,1.2
19890804,0.69,1.07,0.93,-0.02,1.48,1.12
19890811,0.76,1.07,1.41,0.61,0.32,0.5
19890818,-0.42,-0.1,-0.64,0.45,0.19,0.27
19890825,1.32,0.56,0.35,1.15,1.6,1.06
19890901,0.81,1,0.94,0.57,1.05,1.43
19890908,0.41,0.2,0.01,-1.71,-0.89,-0.73
19890915,-0.9,-1.57,-1.44,-1.41,-0.85,-0.83
19890922,0.17,0.26,-0.16,0.88,0.77,0.48
19890929,1.31,0.77,0.57,2.13,-0.51,0.51
19891006,1.65,1.48,1.1,3.22,2.28,2.8
19891013,-4.36,-4.14,-3.93,-6.95,-6.3,-6.26
19891020,1.12,-0.34,-0.39,4.66,2.72,2.76
19891027,-3.78,-3.14,-3.42,-3.54,-3.59,-2.74
19891103,0.34,0.07,0.62,0.82,0.88,1.27
19891110,0.71,0.13,-0.2,1.1,0.1,-0.03
19891117,0.29,0.51,-0.09,0.78,0.9,0.52
19891124,-0.41,-0.09,-0.21,1,0.49,-0.11
19891201,0.42,0.55,0.18,1.44,1.88,2.08
19891208,0.11,-0.19,0.15,-0.64,-0.27,-0.07
19891215,-1.61,-1.4,-1.39,-0.22,0.57,0.27
19891222,-0.49,-0.76,-0.94,-0.96,-0.34,-0.19
19891229,1.91,1.68,1.71,2.32,1.36,1.23
19900105,1.04,0.94,0.7,0.25,-0.25,-1.15
19900112,-3.26,-2.79,-2.52,-3.76,-3.11,-3.25
19900119,-0.21,-0.85,-0.65,-0.15,-0.47,-0.16
19900126,-4.81,-3.88,-3.97,-4.42,-3.8,-3.55
19900202,-0.31,0.1,-0.43,1.4,1.85,1.26
19900209,2.27,1.58,1.57,1.08,1.26,0.95
19900216,0,-0.08,-0.06,-0.8,0.07,0.5
19900223,-1.98,-1.47,-1.3,-3.22,-2.05,-1.37
19900302,2.31,2.23,1.45,3.72,3.44,3.2
19900309,2.02,1.89,1.03,1.53,0.44,-0.12
19900316,1.5,1.13,0.49,1.35,0.87,0.55
19900323,-0.56,-0.39,-0.56,-0.72,-1.77,-1.85
19900330,-0.01,0.3,0.59,0.69,0.85,0.58
19900406,-0.45,-0.92,-1.18,1.01,-0.7,-0.61
19900412,0.59,0.1,0,2.08,0.87,0.56
19900420,-1.62,-1.21,-1.8,-3.09,-2.17,-2.35
19900427,-1.89,-1.15,-1.33,-1.66,-1.88,-2.21
19900504,2.12,1.73,0.56,2.91,2.85,2.5
19900511,1.65,1.61,1.63,4.04,3.74,3.84
19900518,1.89,1.53,0.58,1.17,0.9,0.56
19900525,1.93,0.9,0.53,1.22,-0.44,-0.65
19900601,1.34,1.37,1.16,2.54,2.22,1.79
19900608,-0.45,0.05,0.34,-1.26,-0.83,-0.24
19900615,1.86,0.91,0.11,1.84,0.35,0.15
19900622,-1.62,-1.44,-1.17,-1.14,-2.45,-2.33
19900629,1.07,0.28,0.12,1.16,0.1,0.21
19900706,-0.24,-0.64,-0.47,0.92,-0.52,-0.29
19900713,1.68,1.09,0.63,3.05,1.91,0.9
19900720,-2.29,-1.52,-1.76,-2.05,-0.95,-1.56
19900727,-2.53,-1.8,-2.02,-3.08,-1.67,-1.36
19900803,-6.01,-4.69,-4.34,-4.16,-0.25,-2.79
19900810,-2.21,-2.41,-2.33,-2.19,-2.71,-3.08
19900817,-3.68,-3.11,-2.9,-2.81,-1.77,-2.43
19900824,-9.05,-6.52,-6,-5.24,-5.02,-4.13
19900831,4.67,3.27,3.29,4.56,3.05,2.84
19900907,0.57,0.07,-0.09,-0.44,1.17,0.27
19900914,-1.76,-1.24,-1.99,-2.21,-1.47,-1.94
19900921,-3.61,-2.64,-2.43,-2.72,-0.73,-1.92
19900928,-5.75,-4.75,-4.01,-0.52,-2.65,-2.91
19901005,0.39,0.28,0.23,2.34,0.97,2.51
19901012,-6.01,-4.17,-4.07,-3.72,-4.21,-2.43
19901019,2.66,0.34,0.48,4.57,3.44,2.78
19901026,-0.92,-0.93,-1.41,-1.82,-2.42,-1.88
19901102,-0.12,-0.28,-0.34,1.3,3.44,2.5
19901109,0.68,1,0.59,1.02,1.18,0.41
19901116,2.97,2.26,2.17,1.68,1.16,1.41
19901123,-0.16,-0.01,-0.55,-0.22,-0.93,-1.12
19901130,3.52,2.18,1.6,2.6,2.24,1.84
19901207,2.75,3.25,2.87,2.6,1.26,2.21
19901214,-0.27,-0.81,-0.66,-0.22,0.18,-1.24
19901221,0.75,0.15,0.41,1.56,1.38,1.67
19901228,-0.13,-0.15,-0.86,-0.91,-0.6,-0.45
19910104,-1.76,0.29,0.99,-2.44,-1.81,-1.51
19910111,-1.79,-1.94,-1.92,-1.39,-2.32,-1.88
19910118,2.64,1.36,0.77,6.16,4.29,4.24
19910125,5.44,4.72,4.04,1.75,1.21,1.35
19910201,6.68,5.77,5.94,2.88,1.97,2.19
19910208,4.31,4.39,3.99,4.74,5.02,4.43
19910215,3.9,3.37,4.05,3.12,2.02,2.97
19910222,0.69,-0.07,0.1,-0.02,-1.2,-1.56
19910301,2.36,1.87,2.25,0.82,1.84,1.77
19910308,4.59,3.21,3.84,2.16,0.88,0.28
19910315,-2.07,-1.19,-1.01,-0.45,-0.78,0.28
19910322,0.73,0.04,0.16,-1.23,-1.63,-0.82
19910328,3.53,2.9,2.55,2.66,1.69,2.3
19910405,2.03,1.73,1.87,1.28,-0.35,-0.28
19910412,0.85,1.23,1.34,1.09,1.43,1.13
19910419,0.04,0.92,1.08,0.41,1.4,1.73
19910426,-1.45,-1.42,-1.08,-1.63,-0.95,-1.8
19910503,-0.17,0.53,-0.17,0.65,-0.09,1.37
19910510,0.06,0.52,-0.31,-0.89,-1.3,-1.15
19910517,-2.73,-1.81,-1.55,-1.05,-0.86,-0.98
19910524,1.99,1.01,0.97,1.98,0.92,1.71
19910531,2.99,3.45,2.2,2.64,3.48,3.85
19910607,-0.99,-0.04,0.22,-2.85,-1.83,-1.59
19910614,-0.39,-0.49,-1.01,0.82,0.14,1
19910621,-1.48,-1.28,-1.28,-1.33,-1.19,-0.88
19910628,-2.63,-1.47,-2.02,-1.6,-1.43,-2.3
19910705,-0.08,0.05,-0.8,1.26,0.33,0.7
19910712,3.11,1.54,1.78,1.9,1.61,1.76
19910719,1.47,1.82,1.99,0.71,1.24,1.84
19910726,-1.88,-0.81,-0.77,-0.91,-0.59,-0.97
19910802,1.98,1.42,0.9,2.54,1.11,0.76
19910809,0.16,0.01,0.98,0.5,0.18,-0.35
19910816,0.4,0.39,0.95,-0.16,-0.27,0.54
19910823,1.73,0.86,1.34,2.17,1.98,1.53
19910830,1.77,1.29,0.91,0.67,0.25,0.17
19910906,-1.09,-0.75,-1.19,-2.17,-0.86,-1.76
19910913,-0.06,-0.37,-0.91,-1.42,-0.96,-1.68
