Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
20001229,181.62,190.19,102.68,13852.6,5396.4,3571.27
20010105,191.34,199.5,107.26,13959.53,5498.02,3717.75
20010112,186.58,196.6,107.01,13537.66,5397.62,3515.98
20010119,200.95,202.43,109.83,13917.24,5399.09,3499.51
20010126,207.11,203.6,110.14,14205.62,5360.97,3465.38
20010202,212.48,205.92,112.59,14287.37,5531.18,3636.43
20010209,212.03,209.35,115.18,14166.89,5584.47,3693.81
20010216,208.11,210.21,116.85,13690.6,5591.31,3751.75
20010223,205.97,213.57,117.96,13566.15,5608.79,3671.26
20010302,194.47,207.5,113.78,12930.55,5442.8,3572.7
20010309,191.4,210.35,114.43,12667.54,5566.66,3652.12
20010316,188.58,212,115.94,12553.16,5684.3,3701.87
20010323,173.69,201.9,110.24,11667.89,5375.68,3519.53
20010330,174.11,200.74,109.22,11642.64,5292.91,3450.11
20010406,177.03,206.51,112.96,11823.46,5457.07,3616.03
20010412,168.04,200.91,109.62,11475.46,5332.53,3531.09
20010420,179.43,206.17,112.86,12140.63,5503.2,3596.05
20010427,187.33,209.61,114.7,12883.83,5628.49,3668.88
20010504,195.81,218.1,119.15,12940.31,5743.7,3785.29
20010511,202.25,221.21,121.39,13173.64,5720.1,3804.22
20010518,201.84,221.38,123.28,12922.45,5685.7,3829.03
20010525,210.06,229.89,127.31,13418.12,5889.45,3943.17
20010601,214.58,231.29,128.18,13352.18,5842.21,3938.99
20010608,210.36,230.71,129.22,13102.77,5850.88,3863.59
20010615,218.26,232.39,130.35,13231.9,5831.09,3864.38
20010622,210.43,229.35,128.16,12637.51,5685.59,3812.21
20010629,206.96,227.58,128.21,12799.46,5764.71,3812.34
20010706,338.96,274.74,108.02,16324.85,6527.77,5739.99
20010713,313.32,261,104.74,15795.53,6406.66,5583.34
20010720,316.93,265.42,107.16,16142.97,6467.71,5870.08
20010727,314.41,265.37,107.91,16106.67,6396.89,5743.29
20010803,311.54,262.28,106.44,16083.98,6436.2,5795.18
20010810,309.67,263.24,108.04,16229.38,6471.85,5807.15
20010817,296.42,258.95,106.27,15838.85,6388.36,5632.47
20010824,294.74,259.99,106.77,15416.02,6305.99,5501.35
20010831,298.29,261.36,107.63,15805.72,6324.36,5509.72
20010907,290.02,254.49,105.93,15073.23,6131.95,5332.21
20010910,270.53,244.01,102.05,14443.27,5874.31,5057.65
20010921,267.56,241.49,101.19,14555.31,5855.95,5039.25
20010928,226.45,209.29,85.73,12886.82,5145.99,4426.86
20011005,241.04,220.6,91.57,13878.68,5530,4896.45
20011012,251.83,225.13,92.61,14380.19,5513.11,4896.32
20011019,265.14,230.76,95.11,14731.18,5563.76,5077.9
20011026,264.48,230.32,95.03,14524.19,5484.96,4872.27
20011102,276.81,237.82,96.93,14980.62,5669.4,4853.81
20011109,271.53,235.16,97.2,14734.59,5584.88,4763.02
20011116,276.31,238.72,98.88,15185.72,5719.98,4902.13
20011123,285.53,245.39,102.96,15471.87,5817.21,5178.65
20011130,292.32,248.69,104.65,15633.33,5880.99,5209.23
20011207,295.95,251.01,106.2,15517.76,5842.15,5223.87
20011214,307.74,262.3,110.17,15767.21,6017.39,5370.49
20011221,299.97,258.48,109.57,15328.52,5821.99,5138.58
20011228,309.37,265.3,111.77,15639.57,5904.78,5332.7
20020104,317.74,270.76,114.39,15829.91,6066.46,5402.77
20020111,323.66,276.26,117.29,15987.15,6159.74,5503.09
20020118,317.73,272.75,117.39,15714.62,5993.82,5444.48
20020125,302.02,265.11,115.96,15516.95,5888.73,5284.4
20020201,302.86,267.63,116.74,15585.78,5992.25,5324.82
20020208,299.59,269.01,118.23,15483.47,5909.33,5191.55
20020215,283.67,263.25,115.75,15162.62,5803.97,5030.89
20020222,283.71,265.38,116.92,15277.81,5867.7,4920.4
20020301,277.04,263.91,116.86,15040.34,5811.94,4931.59
20020308,283.88,272.08,120.21,15607.31,6061.55,5209.03
20020315,300.8,283.39,125.75,16035.71,6285.6,5443.96
20020322,299.44,284.04,127.06,16042.08,6319.2,5398.06
20020328,301.97,285.97,128.84,15799.93,6266.45,5398.03
20020405,305.52,289.53,131.11,15760.34,6289.01,5389.3
20020412,296.48,286.11,130.37,15366.09,6203.93,5289.66
20020419,301.49,296.06,135.96,15173.48,6242.39,5230.89
20020426,306.91,299.39,137.99,15304.02,6379.2,5359.08
20020503,292.32,292.07,135.11,14608.09,6207.94,5039.94
20020510,293.21,299.43,138.41,14487.32,6255.24,5008.48
20020517,279.18,289.65,134.61,14257.81,6154.64,4953.01
20020524,290.55,298.82,138.24,15048.66,6359.99,5048.53
20020531,279.54,290.86,135.31,14640.17,6310.44,4993.53
20020607,276.12,287.26,134.07,14411.42,6242.44,4882.55
20020614,263.42,277.13,130.32,13901.68,6027.29,4728.95
20020621,256.24,271.77,127.65,13649.93,5919.71,4469.39
20020628,254.78,273.98,129.2,13336.51,5895.38,4394.31
20020705,290.29,294.08,126.89,15758.27,6299.75,5972.32
20020712,274.58,284.1,121.78,15776.32,6224.8,5822.64
20020719,257.19,268.5,115.68,14711.25,5862.84,5434.66
20020726,244.54,251.35,108.42,13607.94,5454.95,5033.8
20020802,241.43,246.31,106.13,13809.43,5356.92,4834.32
20020809,237.07,242.37,104.82,13967.34,5493.41,4884.36
20020816,245.25,250.29,107.2,14670.21,5762.29,5117.25
20020823,253.09,256.17,108.47,15018.91,5858.79,5372.61
20020830,257.63,259.34,110.5,15166.19,5943.23,5541.37
20020906,249.24,254.68,108.48,14696.61,5819.32,5498
20020913,247.92,254.24,108.74,14339,5709.71,5454.33
20020920,249.54,252.5,108.66,14285.48,5628.17,5472.11
20020927,232.92,238.9,103.62,13602.09,5306.16,5203.22
20021004,229.55,234.94,101.84,13299.16,5251.33,5118.02
20021011,219.44,227.5,98.87,12929.95,4969.35,4833.21
20021018,220.7,225.43,96.58,13598.48,5062.73,4930.51
20021025,236.35,238.35,100.85,14415.35,5348.86,5236.44
20021101,244.04,244.32,103.33,14538.92,5495.95,5448.81
20021108,254.14,252.3,105.42,14588.16,5538.2,5467.16
20021115,255.73,248.08,105.05,14512.1,5411.32,5475.26
20021122,262.22,252.04,106.55,14739.14,5481.15,5553.75
20021129,276.04,261.99,109.31,15008.27,5673.1,5707.18
20021206,281.73,266.86,112.03,15101.59,5696.06,5814.56
20021213,271.67,261.13,110.45,14737.54,5531.43,5596.02
20021220,262.05,257.58,108.98,14341.37,5466.1,5434.25
20021227,261.16,257.24,108.81,14412.66,5518.4,5462.42
20030103,260.32,255.57,108.25,14087.59,5420.94,5346.78
20030110,265.85,260.01,110.12,14595.61,5610.39,5605.16
20030117,274.51,264.19,112.15,14873.14,5722.43,5766.86
20030124,266.83,259.05,111.47,14421.89,5619.77,5635.19
20030131,257.94,250.8,107.76,13799.4,5386.94,5287.85
20030207,254.44,249.54,107.51,13723.96,5358.88,5110.57
20030214,243.54,242.09,104.22,13330.83,5167.2,4849.14
20030221,243.58,242.4,103.06,13443.57,5151.6,4832.67
20030228,248.78,246.97,104.95,13654.38,5258.56,4917.47
20030307,245.43,245.45,103.89,13527.62,5217.16,4884.28
20030314,240.29,241.54,102.31,13339.47,5158.54,4782.99
20030321,242.33,241.23,101.85,13484.15,5132.47,4738.65
20030328,260.66,254.72,107.29,14508.56,5467.48,5102.52
20030404,256.98,250.3,106.45,13980.29,5324.95,4895.6
20030411,259.55,253.76,108.73,14224.93,5414.32,4957.45
20030417,257.45,253.32,109,13898.6,5399.25,4946.73
20030425,266.2,262.46,112.08,14301.02,5558.91,5082.26
20030502,273.3,265.99,113.73,14383.87,5607.02,5194.36
20030509,290.54,277.57,119.72,14922.54,5784.72,5385.84
20030516,294.16,282.02,122,14987.36,5806.28,5407.88
20030523,299.47,283.79,123.28,15074.21,5928.45,5628.37
20030530,301.68,286.24,123.86,14871.96,5936.73,5659.98
20030606,320.27,302.69,130.13,15409.44,6110.64,5783.86
20030613,333.74,310.29,133.99,15798.33,6264.26,5897.9
20030620,331.05,309.51,135,15796.3,6265.61,5926.96
20030627,331.57,311.13,136.25,15967.23,6282.88,5899.78
20030703,327.94,292.97,148.98,14922.49,7604.3,6509.87
20030711,333.95,298.56,152.41,15077.78,7692.74,6555.96
20030718,348.54,309.15,157.93,15249.75,7827.41,6700.69
20030725,343.04,304.77,155.57,15179.05,7784.54,6599.5
20030801,350.41,306.37,156.54,15252.83,7820.05,6621.44
20030808,349.86,306.02,156.53,14983.51,7728.33,6470.96
20030815,338.46,297.72,152.53,14946.11,7711.03,6365.93
20030822,352.57,309.27,158.67,15141.7,7838.04,6504.45
20030829,364.2,317.24,164.09,15253.14,7811.77,6656.69
20030905,374.05,324.43,168.9,15492.32,7915.05,6811.04
20030912,383.16,330.58,173.91,15719.04,7988.33,6908.74
20030919,384.75,330.1,175.56,15726.17,7929.18,6792.14
20030926,395.08,336.12,180.77,15948.77,8140.55,6982.91
20031003,365.85,316.04,170.1,15318.28,7859.69,6621.31
20031010,382.04,331.83,179.29,15829.39,8128.52,6865.73
20031017,386.25,336.26,184.11,15905.54,8248.29,7008.57
20031024,388.92,336.88,186.21,15904.45,8277.16,6991.11
20031031,382.12,328.52,182.01,15761.77,8218.55,6850.42
20031107,398.82,340.96,190.8,16134.88,8434.57,7050.84
20031114,407.28,351.33,197.65,16164.35,8535.54,7126.66
20031121,401.86,345.51,194.17,16188.23,8446.98,7036.39
20031128,396.26,342.19,191.75,15929.14,8353.15,6983.64
20031205,412.6,354.01,200.66,16265.84,8553.93,7240.25
20031212,405.43,350.55,198.24,16295.87,8566.59,7177.79
20031219,407.52,356.83,200.52,16471.33,8627.74,7312.48
20031226,406.82,356.38,201.08,16666.34,8725.03,7448.52
20040102,413.14,362.05,205.03,16760.51,8791.05,7530.34
20040109,419.06,365.44,209,16939.28,8887.78,7660.65
20040116,430.15,373.19,217.57,17114.73,9015.89,7810.38
20040123,440.75,382.65,225.75,17377.41,9187.83,7976.65
20040130,445.11,385.79,228.99,17372.75,9247.08,8077.37
20040206,433.33,376.47,222.55,17258.14,9112.95,7891.21
20040213,434.42,378.37,222.81,17503.65,9152.75,7970.93
20040220,434.89,379.73,224.03,17528.44,9235.4,8031.77
20040227,431.19,377.53,222.32,17499.61,9227.99,8055.21
20040305,433.67,379.73,224.83,17476.97,9306.51,8105.87
20040312,444.93,387.16,229.91,17623.82,9430.84,8271.03
20040319,431.47,378.86,222.22,17062.76,9161.18,7973.53
20040326,423.4,370.87,218.24,16862.84,9102.03,7929.75
20040402,426.39,372.01,219.76,16904.25,8928.21,7902.57
20040408,450.6,391.72,232.48,17466.59,9148.55,8203.88
20040416,450.72,391.41,232.08,17438.02,9147.22,8186.86
20040423,441.68,383.71,226.82,17479.66,8998.44,7985.89
20040430,449.83,388.57,229.61,17639.76,8995.41,8064.22
20040507,425.46,371.93,214.38,17149.61,8749.82,7746.37
20040514,419.17,365.63,209.13,17075.45,8624.03,7610.85
20040521,415.25,361.87,205.43,16988.35,8599.92,7569.34
20040528,414.3,362,207.12,16936.83,8614.4,7565.82
20040604,430.75,376.16,216.12,17337.18,8859.23,7820.25
20040610,431.47,376.64,215.65,17370.13,8845.48,7835.39
20040618,428.71,380.28,217.3,17557.7,8934.35,7912.54
20040625,429.69,380.67,217.86,17515.55,8919.47,7879.47
20040702,393.03,408,229.3,16426.81,10491.25,8795.99
20040709,387.58,406.24,228.85,16251.29,10414.12,8782.97
20040716,372.01,395.46,223.88,16046.5,10280.91,8718.9
20040723,360.91,390.91,222.27,15826.26,10209.79,8725.05
20040730,348.24,380.96,217,15573.71,10128.36,8581.1
20040806,358.21,389.69,220.01,15842.09,10256.36,8660.72
20040813,330.85,369.48,211.44,15217.78,9949.69,8416.33
20040820,327.89,368.8,210.8,15286.91,9929.24,8427.68
20040827,350.76,388.09,218.47,15743.51,10309.14,8686.78
20040903,353.63,390.63,219.95,15890.28,10398.22,8699.23
20040910,356.41,393.45,221.86,15957.37,10459.97,8767.24
20040917,367.18,403.54,225.34,16134.82,10548.55,8840.78
20040924,371.47,406.66,226.41,16184.09,10604.93,8940.59
20041001,366.61,402.22,224.79,15871.66,10549.13,8873.32
20041008,377.42,417.48,231.5,16156.6,10753.47,9025.8
20041015,371.9,412.31,228.86,15947.87,10718.23,9019.23
20041022,367.87,406.9,225.54,15803.92,10547.61,8858.54
20041029,367.75,406.1,224.2,15707.03,10346.17,8572.27
20041105,378.37,416.46,230.47,16158.58,10678.19,8892.23
20041112,392.2,432.35,238.43,16699.13,10991.76,9174.81
20041119,404.05,443.21,244.11,16914.22,11193.55,9322.25
20041126,399.22,439.01,243.93,16670.74,11061.37,9274.68
20041203,408.57,451.45,250.88,16779.63,11243.97,9490.7
20041210,418.52,457.46,253.33,16965.49,11242.61,9491.72
20041217,411.33,451.01,250.28,16912.76,11229.69,9500.28
20041223,418.34,458.6,255.61,16979.16,11312.29,9670.76
20041231,423.45,462.78,259.61,17185.5,11496.5,9763.17
20050107,428.24,465.57,262.9,17219.51,11513.15,9809.87
20050114,402.86,439.54,250.32,16852.66,11253.73,9562.51
20050121,403.63,442.9,252.92,16830.56,11234.06,9639.46
20050128,399.32,439.13,251.13,16535.3,11172.93,9512.58
20050204,398.15,442.01,253.9,16575.44,11219.86,9521.63
20050211,414.23,460.35,264.39,16988.53,11573.25,9858.31
20050218,410.67,459.46,263.97,16975.91,11642.88,9872.22
20050225,404.94,456.5,263.38,16963.34,11539.97,9890.46
20050304,409.72,462.18,267.43,17101.81,11650.29,9991.12
20050311,410.34,468.74,272.62,17249.54,11712.35,10127.46
20050318,398.78,456.59,267.27,16961.16,11534.25,9967.14
20050324,393.16,453.94,267.06,16799.36,11414.45,9951.93
20050401,391.11,448.16,264.32,16676.14,11149.26,9758.33
20050408,387.15,445.28,264.38,16659.16,11171.1,9851.45
20050415,387.24,444.04,264.77,16797.7,11253.8,9882.48
20050422,368.06,419.91,252.76,16376.06,10842.97,9458.34
20050429,374.26,425.67,255.84,16495.49,10902.05,9622.97
20050506,365,418.54,251.17,16536.76,10988.38,9645.78
20050513,377.86,430.78,257.98,16761.65,11125.7,9842.49
20050520,371.65,420.88,251.53,16645.54,10883.04,9601.59
20050527,388.54,440.23,260.59,17132.78,11261.64,9904.14
20050603,393.03,447.67,265.07,17261.4,11362.1,10049.9
20050610,393.99,449.29,267.81,17210.28,11371.99,10070.75
20050617,396.42,452.4,272.45,17203.39,11440.75,10187.86
20050624,406.35,464.56,280.02,17399.5,11663.08,10410.35
20050701,441.92,421.58,270.87,16800.47,12611.55,10111.35
20050708,450.75,430.93,275.79,16860.9,12680.78,10196.31
20050715,466.27,444.9,280.79,17160.66,12832.8,10329.1
20050722,470.74,446.07,281.95,17472.35,12975.34,10428.03
20050729,476.2,458.09,288.64,17630.18,12980.35,10464.66
20050805,479.64,460,289.94,17722.42,12952.73,10554.05
20050812,468.65,451.34,284.2,17637.52,12855.88,10522.55
20050819,467.13,451.02,284.45,17602.64,12964.39,10574.61
20050826,461.65,445.66,282.03,17429.6,12848.25,10505.53
20050902,458.62,443,282.31,17235.78,12717.92,10423.25
20050909,467.51,454.24,287.07,17394.85,12877.46,10603.57
20050916,478.02,464.23,291.36,17740.03,13104.01,10791.95
20050923,472.91,462.11,290.16,17605.19,13102.33,10786.27
20050930,460.81,451.75,285.7,17302.87,12835.54,10607.19
20051007,470.72,461.85,289.98,17397.74,13057.21,10785.7
20051014,453.02,447.08,283.31,16979.28,12704.83,10422.93
20051021,444.8,440.68,278.18,16907.63,12541.98,10245.17
20051028,444.84,440.28,278.64,16881.64,12461.65,10138.69
20051104,444.31,442.85,280.28,17009.84,12719.55,10393.05
20051111,460.77,459.59,290.29,17468.18,12907.03,10658.51
20051118,467.36,465.54,292.79,17663.62,13125.11,10691.43
20051125,473.84,466.97,294.07,17872.8,13214.58,10812.88
20051202,480.06,475.3,298.67,18149.78,13478.92,10932.39
20051209,484.73,480.05,301.08,18149.55,13450.67,11018.62
20051216,484.89,479.16,298.09,18031.99,13419.96,10990.5
20051223,484.11,474.01,294.81,18110.35,13574.73,10955.77
20051230,487.6,476.44,295.6,18093.11,13669.77,10959.75
20060106,477.37,469.63,293.64,17803.17,13418.01,10856.41
20060113,495.41,487.6,303.13,18331.07,13790.87,11205.1
20060120,503.52,493.62,306.59,18361.96,13834.02,11240.5
20060127,501.26,492.6,305.3,17900.46,13590.66,11137.53
20060203,518.67,512.69,317.14,18230.45,13990.5,11352.55
20060210,514.3,508.23,315.45,17967.73,13813.31,11190.61
20060217,507.45,505.4,311.58,17978.04,13846.95,11148.62
20060224,517.54,513.93,317.2,18236.8,14078.08,11335.14
20060303,520.92,517.88,319.89,18219.15,14299.41,11323.05
20060310,522.88,521.48,320.24,18243.35,14218.47,11381.06
20060317,512.12,512.27,317.27,18132.89,14134.29,11280.73
20060324,523.91,526.46,325.36,18524.48,14437.42,11534.37
20060331,530.41,532.23,329.12,18534.16,14433.41,11520.23
20060407,538.22,539.76,335.79,18485.9,14304.07,11479.92
20060413,531.25,536.2,334.18,18429.92,14350.7,11542.24
20060421,530.8,532.78,330.33,18349.04,14289.76,11498.82
20060428,543.47,550.2,338.36,18586.85,14533.97,11785.7
20060505,536.88,546.52,336.75,18461.03,14622.89,11824.54
20060512,545.21,562.22,344.96,18696.17,14808.61,11887.65
20060519,514.36,535.87,331.25,18184.68,14460.28,11672.21
20060526,497.55,519.27,324.66,17904.52,14112.88,11463.14
20060602,502.11,523.59,326.96,18119.6,14259.08,11636.84
20060609,504.73,531.51,331.27,18166.96,14429.81,11757.33
20060616,480.79,505.33,317.71,17635.66,14071.14,11373.68
20060623,473.83,500.61,313.15,17713.89,13947.6,11369.62
20060630,472.91,499.04,312.17,17679.15,13873.71,11402.49
20060707,522.34,517.39,310.64,17668.78,13876.97,12444.17
20060714,507.81,506.64,306.72,17529.84,13857.13,12380.12
20060721,483.82,489.59,294.89,17049.34,13510.49,12132.12
20060728,472.04,480.78,292.79,17036.53,13572.02,12206.42
20060804,488.32,501.95,302.95,17536.57,14028.06,12536.36
20060811,488.4,503.29,303.61,17587.2,14078.12,12444.82
20060818,472.23,489.92,296.09,17432.69,13923.26,12230.18
20060825,498.58,511.09,306.66,18055.1,14258.94,12495.91
20060901,491.02,501.91,302.18,17939.22,14177.73,12409.7
20060908,507.68,517.39,311.98,18236.31,14335.2,12539.4
20060915,496.89,509.57,308.1,18058.47,14193.22,12442.65
20060922,512.89,521.94,314.51,18396.4,14371.77,12609.56
20060929,505.56,515.59,311.47,18276.12,14337.16,12561.09
20061006,513.19,519.55,314.03,18571.06,14576.51,12772.8
20061013,524.56,527.72,319.07,18804.93,14679.54,12924.81
20061020,542.03,544.09,327.66,19005.68,14902.85,13119.62
20061027,538.91,543.25,327.79,19053.65,14943.1,13115.36
20061103,542.43,546.36,328.67,19199.25,15055.46,13268.08
20061110,533.29,540.1,322.41,19020.68,14924.27,13212.62
20061117,546.43,551.57,330.41,19242.14,15176.66,13526.32
20061124,557.92,564.19,337.84,19608.2,15336.19,13635.13
20061201,561.09,564.63,338.73,19623.92,15343.59,13608.65
20061208,553.13,558.02,335.34,19536.83,15362.16,13586.82
20061215,559.09,567.28,339.79,19710.37,15519.41,13794.59
20061222,555.48,566.07,343.66,19882.78,15699.32,14098.02
20061229,546.65,558.63,340.85,19564.19,15576.67,13978.82
20070105,549.7,563.2,343.9,19654.93,15451.07,14018.44
20070112,545.76,551.4,339.47,19663.64,15317.21,13885.78
20070119,561.26,562.66,347.45,20078.2,15554.04,13949
20070126,553.58,554.3,344.42,19974.41,15614.62,13968.28
20070202,555.32,555.81,345.25,19821.82,15614.88,13942.74
20070209,568.31,571.6,354.21,20140.71,15952.19,14271.54
20070216,564.91,571.18,353.87,19973.92,15913.93,14207.34
20070223,574.56,580.06,356.33,20180.78,16142.7,14412.75
20070302,585.56,587.93,359.01,20203.16,16081.17,14347.15
20070309,546.93,555.44,339.6,19295.21,15378.96,13785.61
20070316,554.31,563.08,343.37,19479.1,15580.82,13927.44
20070323,550.42,559.03,341.55,19299.76,15322.72,13645.93
20070330,573.89,580.47,352.49,19935.74,15933.92,14178.02
20070405,570.72,575.49,349.73,19777.19,15802.21,14031.72
20070413,580.97,583.92,354.54,20191.17,16001.11,14191.92
20070420,585.22,587.23,357.95,20313.93,16081.59,14372.49
20070427,589.98,594.23,363.12,20698.85,16435.97,14715.18
20070504,592.82,595.78,361.38,20907.47,16477.89,14707.6
20070511,594.39,597.77,363.05,21038.9,16680.04,14824.61
20070518,591.77,593.19,362.22,20969.89,16741.27,14885.34
20070525,592,590.85,359.21,21148.7,16960.52,15035.5
20070601,595.15,595.04,360.14,21141.95,16878.43,14936.29
20070608,610.09,609.85,368.07,21494.35,17100.67,15114.96
20070615,596.08,596.76,361.44,21120.35,16799.2,14780.89
20070622,606.92,607.33,365.22,21490.96,17047.99,15041.78
20070629,598.13,598.71,359.35,21090.44,16667.53,14751.36
20070706,608.54,583.39,362.61,20862.01,17028.85,15140.75
20070713,621.82,595.13,368.69,21384.28,17393.51,15345.31
20070720,627.8,598.28,368.71,21757.94,17621.03,15494.57
20070727,619.03,586,360.74,21700.73,17359.87,15197.22
20070803,579.81,549.22,335.73,20766.69,16430.13,14413.37
20070810,567.83,535.87,323.07,20491.8,16126.25,13998.54
20070817,590.75,556.41,330.66,20757.91,16378.81,14153.55
20070824,581.15,552.86,330.41,20441.75,16457.17,14254.47
20070831,590.86,561.51,334.1,20992.94,16849.33,14578.7
20070907,589.7,558.03,329.69,21019.42,16786.55,14374.03
20070914,581.51,545.72,324.21,20793.56,16521.86,14190.71
20070921,588.08,551.34,325.31,21273.31,16835.85,14457.47
20070928,604.82,568.71,334.17,21893.03,17223.69,14843.71
20071005,603.75,560.48,328.68,22092.08,17240.89,14867.18
20071012,629.94,583.22,341.6,22430.34,17723.47,15183.75
20071019,629.7,581.03,337.48,22636.67,17734.49,15218.68
20071026,603.89,553.86,319.77,22005.38,16978.97,14620.66
20071102,620.97,566.26,327.6,22560.02,17387.01,14852.17
20071109,608.9,549.73,316.67,22478.3,17002.73,14528.27
20071116,586.54,533.2,308.61,21628.75,16428.08,14165.44
20071123,579.51,531.13,306.68,21806.35,16416.06,14118.14
20071130,565.36,523.62,301.8,21642.42,16074.16,13867.62
20071207,578.41,529.62,304.92,22181.93,16681.23,14283.98
20071214,593.19,540.74,311.43,22554.85,17031.52,14600.68
20071221,571.6,518.44,299.15,22143.35,16447.78,14303.32
20071228,590.44,537.18,307.66,22446.69,16666.02,14310.8
20080104,584.3,527.63,302.92,22362.61,16585.69,14331.7
20080111,550.37,494.63,284.99,21355.56,15817.82,13676.26
20080118,538.2,479.87,277.81,21187.77,15715.46,13408.48
20080125,511.28,461.04,268.11,20267.66,14746.14,12586.85
20080201,512.05,471.73,275.75,20071.45,15041.81,12949.63
20080208,541.49,502.15,295.22,20763.81,15985.48,13882.89
20080215,515.3,482.48,285.44,19990.14,15165.47,13222.93
20080222,514.05,483.72,284.79,20280.16,15294.93,13451.17
20080229,505.53,479.76,282.91,20291.13,15426.32,13358.06
20080307,502.56,474.08,278.54,20075.5,15104.43,13042.21
20080314,480.93,455.82,268.96,19633.33,14579.02,12548.83
20080320,478.66,458.25,270.34,19731.43,14422.01,12356.03
20080328,485.52,472.75,277.82,20183.3,14888.8,12873.27
20080404,492.19,474.72,277.13,20164.48,14607.28,12760.32
20080411,514.84,494.39,287.74,20897.3,15354.16,13240.47
20080418,499.09,476.07,278.74,20363.07,14932.64,12928.21
20080425,519.15,498.98,288.99,21154.85,15662.01,13344.3
20080502,526.29,499.47,286.12,21236.97,15794.7,13429.48
20080509,528.18,504.69,288.85,21345.1,16002.57,13816.07
20080516,525.24,502.8,286.63,21068.1,15669.65,13582.89
20080523,544.4,517.84,294.59,21680.55,16075.36,13885.26
20080530,529.71,507.76,287.34,21021.48,15471.98,13424.87
20080606,549.06,525.15,292.42,21509.61,15659.66,13872.31
20080613,543.22,518.07,289.84,21040.92,15229.1,13371.08
20080620,539.72,517.41,286.17,21113.7,15158.84,13228.33
20080627,535.56,512.46,281.48,20533.15,14662.03,12780.11
20080703,458.48,435.22,248.48,18370.21,13394.46,9771.48
20080711,437.45,413.35,235.91,18155.38,13140.46,9507.68
20080718,439.59,416.9,233.16,18059.43,12815.72,9077.29
20080725,452.2,429.45,246.79,18170.64,12909.56,9967.3
20080801,460.97,440.62,253.82,18169.44,12808.24,9910.51
20080808,464.67,443.29,258.37,18071.85,12927.1,10333.94
20080815,479.26,455.01,270.31,18642.07,13119.38,10534.21
20080822,490.26,468,279.28,18784.36,13206.75,10360.81
20080829,480.26,457.99,270.13,18722.64,13158.11,10101.02
20080905,481.2,459.19,274.26,18457.12,13185.18,10313.02
20080912,463.17,449.39,274.71,17702.46,12776.32,10361.15
20080919,459.9,452.47,275.26,17909.87,12810.96,10479.98
20080926,475.68,472.65,289.61,17741.48,12934.6,11369.71
20081003,447.6,439.29,269,17245.46,12432.35,10755.09
20081010,388.69,391.92,240.66,15642.6,11249.88,9640.26
20081017,328.15,333.31,198.64,13112.28,8954.23,7410.01
20081024,330.4,337.09,204.44,13710,9490.02,7851.19
20081031,295.7,302.42,179.9,12762.71,8937.86,7152.67
20081107,335.72,342.17,203.85,14072.45,9864.7,7963.62
20081114,315.72,322.67,190.05,13599.09,9442.16,7510.82
20081121,284.94,293.64,170.36,12734.41,8928.73,6702.79
20081128,254.25,264.37,149.47,12020.04,8090.96,5218.67
20081205,294.98,304.46,175.61,13141.72,9219.54,6655.19
20081212,286.92,297.95,175.13,12833.83,8976.46,6678.52
20081219,294.36,299.72,173.87,12983.11,9033.72,6489.04
20081226,305.03,307.98,178.97,13107.46,9134.94,6586.86
20090102,298.87,303.09,174.78,12962.7,8912.33,6443.34
20090109,319.28,322.44,187.84,13768.65,9597.79,6955.8
20090116,308.99,307.5,181.12,13279.15,9162.4,6411.31
20090123,299.5,298.81,171.51,12926.35,8700.14,5641.9
20090130,286.96,286.61,159.23,12668.14,8489.86,5474.38
20090206,287.64,285.74,155.75,12598.11,8415.68,5458.59
20090213,306.53,302.1,165.32,13333.07,8799.92,5707.12
20090220,298.38,288.49,155.1,12833.45,8332.07,5266.81
20090227,275.64,264.97,138.85,12150.66,7642.8,4555.46
20090306,262.32,254.04,133.19,11526.83,7384.16,4552.57
20090313,241.4,230.24,117.39,10957.28,6750.92,3877.77
20090320,267.51,258.19,135.3,11887.9,7537.59,4627.01
20090327,271.19,265.24,140.78,11794.04,7724.94,4752.27
20090403,290.93,285.17,152.81,12452.12,8246.28,5320.07
20090409,306.8,303.04,162.92,12828.15,8537,5491.54
20090417,314.54,310.78,170.02,12927.33,8681.4,5823.25
20090424,325.01,319.05,176.64,13066.55,8774.13,6082.08
20090501,327.76,322.32,175.56,13036.36,8744.29,5866.56
20090508,338.09,327.74,177.67,13260.4,8899.06,5914.99
20090515,349.25,346.85,190.66,13670.89,9543.16,6803.31
20090522,331.02,323.71,174.98,13220.61,8929.21,6053.78
20090529,334.68,325.73,175.58,13327.96,8973.69,6059.32
20090605,351.93,342.18,182.91,13761.16,9344.92,6284.01
20090612,372.93,359.89,193.74,14175.4,9464.83,6365.65
20090619,373.61,359.01,192.27,14219,9563.72,6475.13
20090626,367.76,349.2,186.41,13893.53,9236.33,6299.76
20090702,396.67,353.82,157.55,14254.26,8841.65,7124.06
20090710,385.84,344.19,153.89,13983.37,8606.98,6869.14
20090717,372.58,334.74,146.92,13743.93,8401.03,6655.43
20090724,397.98,360.74,162.3,14630.48,9040.01,7314.13
20090731,417.44,379.08,173.63,15200.83,9490.38,7616.59
20090807,418.81,386.82,178.57,15235.18,9579.23,7855.56
20090814,422.68,397.65,189.2,15316.67,9982.06,8392.55
